date,open,high,low,close,volume
2021-09-23,7.12,7.29,7.06,7.11,71193.04
2021-09-22,7.03,7.29,6.92,7.11,99171.2
2021-09-17,7.3,7.32,6.96,7.09,128744.03
2021-09-16,7.18,7.43,7.14,7.25,126077.0
2021-09-15,7.11,7.2,7.03,7.1,85189.94
2021-09-14,6.85,7.26,6.81,7.11,219595.55
2021-09-13,6.79,6.84,6.7,6.8,80926.02
2021-09-10,6.92,6.95,6.82,6.83,75164.02
2021-09-09,7.0,7.06,6.83,6.96,121302.83
2021-09-08,6.83,6.99,6.76,6.92,118509.08
2021-09-07,6.47,7.04,6.43,6.83,186731.22
2021-09-06,6.52,6.52,6.27,6.48,61584.5
2021-09-03,6.31,6.5,6.31,6.46,89342.94
2021-09-02,6.54,6.54,6.28,6.36,84982.92
2021-09-01,6.44,6.64,6.37,6.5,76901.02
2021-08-31,6.6,6.64,6.41,6.49,116267.73
2021-08-30,6.22,6.63,6.11,6.58,201683.2
2021-08-27,5.94,6.43,5.94,6.22,141948.77
2021-08-26,6.09,6.1,5.97,5.97,45448.0
2021-08-25,6.03,6.12,5.98,6.07,46171.17
2021-08-24,6.05,6.07,5.96,6.02,41473.02
2021-08-23,5.98,6.08,5.98,6.05,32818.0
2021-08-20,6.1,6.1,5.95,6.01,43377.0
2021-08-19,6.13,6.14,6.01,6.05,37646.4
2021-08-18,6.09,6.19,6.08,6.12,34871.02
2021-08-17,6.27,6.32,6.06,6.08,61309.0
2021-08-16,6.16,6.32,6.12,6.26,83658.02
2021-08-13,6.06,6.19,6.02,6.17,71150.0
2021-08-12,6.06,6.15,6.01,6.08,60721.22
2021-08-11,6.11,6.12,6.02,6.08,67482.72
2021-08-10,6.19,6.19,6.12,6.13,37793.1
2021-08-09,6.3,6.32,6.16,6.18,70615.2
2021-08-06,6.25,6.4,6.25,6.3,52843.5
2021-08-05,6.21,6.26,6.15,6.24,46726.43
2021-08-04,6.06,6.27,6.06,6.21,70577.02
2021-08-03,6.24,6.25,6.03,6.06,70342.12
2021-08-02,6.04,6.31,5.94,6.22,88012.35
2021-07-30,5.92,6.04,5.82,6.04,61935.16
2021-07-29,5.97,6.1,5.89,5.92,60124.0
2021-07-28,6.24,6.24,5.85,5.91,109483.92
2021-07-27,6.52,6.6,6.2,6.24,99870.38
2021-07-26,6.5,6.66,6.42,6.56,99537.0
2021-07-23,6.77,6.79,6.4,6.53,165551.38
2021-07-22,6.8,6.83,6.69,6.74,104717.22
2021-07-21,6.91,7.03,6.77,6.81,161674.64
2021-07-20,6.92,7.01,6.64,6.99,284398.62
2021-07-19,7.06,7.27,6.95,6.99,169761.69
2021-07-16,7.46,7.52,7.1,7.18,171009.84
2021-07-15,7.1,7.35,7.03,7.3,169033.09
2021-07-14,7.03,7.31,6.98,7.18,171442.0
2021-07-13,6.87,7.05,6.77,7.02,126326.39
2021-07-12,6.92,7.2,6.84,6.88,256730.91
2021-07-09,6.81,7.08,6.7,6.92,197482.58
2021-07-08,6.87,6.98,6.8,6.91,163122.02
2021-07-07,6.38,6.95,6.34,6.87,298570.12
2021-07-06,6.3,6.46,6.25,6.39,99335.0
2021-07-05,6.3,6.41,6.14,6.34,105875.96
2021-07-02,6.33,6.39,6.17,6.33,147675.94
2021-07-01,6.23,6.68,6.2,6.33,288236.25
2021-06-30,6.26,6.27,6.08,6.2,150684.95
2021-06-29,6.14,6.28,6.02,6.24,241213.28
2021-06-28,6.14,6.29,6.07,6.15,139072.58
2021-06-25,6.04,6.23,6.0,6.17,220147.41
2021-06-24,5.97,6.19,5.97,6.03,218676.28
2021-06-23,5.76,6.28,5.68,6.18,533721.25
2021-06-22,6.05,6.07,5.64,5.71,282448.62
2021-06-21,6.06,6.2,6.03,6.04,110190.2
2021-06-18,6.04,6.22,5.9,6.12,147477.08
2021-06-17,6.03,6.2,5.98,6.04,150392.0
2021-06-16,5.73,6.23,5.68,6.04,270007.72
2021-06-15,5.5,5.93,5.46,5.75,230178.31
2021-06-11,5.42,5.66,5.4,5.48,127050.52
2021-06-10,5.45,5.54,5.4,5.42,102288.74
2021-06-09,5.58,5.64,5.5,5.52,158998.23
2021-06-08,5.6,5.99,5.51,5.62,214098.84
2021-06-07,5.69,5.79,5.57,5.57,219362.0
2021-06-04,6.29,6.29,5.72,5.78,569089.56
2021-06-03,5.81,6.35,5.71,6.35,707678.5
2021-06-02,5.84,5.93,5.69,5.77,111397.54
2021-06-01,5.56,5.78,5.56,5.75,122223.84
2021-05-31,5.56,5.72,5.45,5.59,120679.86
2021-05-28,5.55,5.57,5.4,5.45,72831.0
2021-05-27,5.5,5.56,5.4,5.54,71277.02
2021-05-26,5.46,5.99,5.43,5.54,118137.92
2021-05-25,5.82,5.82,5.33,5.48,173707.27
2021-05-24,5.98,6.2,5.75,5.81,156470.95
2021-05-21,5.95,6.01,5.74,5.96,107306.53
2021-05-20,6.01,6.2,5.85,6.02,107166.26
2021-05-19,6.07,6.15,5.7,6.13,244055.12
2021-05-17,6.18,6.28,5.92,6.08,101892.0
2021-05-14,5.93,6.16,5.88,6.14,108033.14
2021-05-13,5.64,5.9,5.6,5.88,130698.9
2021-05-12,5.68,5.72,5.48,5.62,58355.02
2021-05-11,5.57,5.71,5.57,5.65,41906.02
2021-05-10,5.76,5.86,5.53,5.55,73664.0
2021-05-07,5.52,5.73,5.52,5.68,76523.3
2021-05-06,5.41,5.51,5.39,5.47,54432.08
2021-04-30,5.35,5.43,5.26,5.41,53415.0
2021-04-29,5.55,5.55,5.19,5.36,122030.76
2021-04-28,5.46,5.6,5.39,5.46,84367.77
2021-04-27,5.79,5.79,5.47,5.52,184096.45
2021-04-26,5.53,5.76,5.53,5.76,138219.64
2021-04-23,5.34,5.54,5.3,5.49,94716.6
2021-04-22,5.4,5.43,5.29,5.35,67235.77
2021-04-21,5.24,5.43,5.21,5.36,122796.98
2021-04-20,5.08,5.33,5.04,5.23,147572.77
2021-04-19,4.9,5.13,4.89,5.08,135129.44
2021-04-16,4.75,4.91,4.75,4.89,79772.22
2021-04-15,4.74,4.8,4.73,4.75,49398.04
2021-04-14,4.78,4.81,4.73,4.75,55406.0
2021-04-13,4.83,4.85,4.74,4.76,55347.0
2021-04-12,4.81,4.88,4.8,4.83,48900.34
2021-04-09,4.79,4.98,4.79,4.83,46215.36
2021-04-08,4.81,4.83,4.76,4.79,39997.84
2021-04-07,4.73,4.79,4.68,4.76,30894.22
2021-04-06,4.68,4.72,4.66,4.71,14939.04
2021-04-02,4.67,4.73,4.64,4.68,18796.0
2021-04-01,4.6,4.72,4.6,4.7,29134.42
2021-03-31,4.56,4.62,4.55,4.59,15284.98
2021-03-30,4.6,4.66,4.54,4.57,46403.98
2021-03-29,4.76,4.78,4.59,4.66,45131.0
2021-03-26,4.73,4.75,4.71,4.75,15957.04
2021-03-25,4.74,4.77,4.71,4.72,25420.0
2021-03-24,4.77,4.82,4.73,4.75,23139.02
2021-03-23,4.78,4.8,4.74,4.77,23219.0
2021-03-22,4.74,4.83,4.74,4.8,26750.0
2021-03-19,4.69,4.88,4.66,4.73,44525.14
2021-03-18,4.6,4.71,4.6,4.69,35996.04
2021-03-17,4.62,4.69,4.6,4.67,35675.02
2021-03-16,4.52,4.62,4.49,4.62,38623.0
2021-03-15,4.63,4.64,4.47,4.52,50584.0
2021-03-12,4.64,4.64,4.55,4.62,19271.0
2021-03-11,4.62,4.67,4.6,4.63,31444.0
2021-03-10,4.48,4.61,4.47,4.6,45675.02
2021-03-09,4.55,4.57,4.35,4.45,62630.0
2021-03-08,4.7,4.72,4.55,4.57,67793.02
2021-03-05,4.68,4.69,4.62,4.68,42858.17
2021-03-04,4.62,4.71,4.6,4.66,69484.88
2021-03-03,4.61,4.73,4.59,4.61,224550.5
2021-03-02,4.83,4.83,4.83,4.83,36846.0
2021-03-01,5.01,5.21,4.98,5.08,131568.64
2021-02-26,4.86,4.99,4.81,4.97,69442.97
2021-02-25,4.91,4.94,4.85,4.86,43906.98
2021-02-24,4.93,4.96,4.85,4.9,48454.62
2021-02-23,4.81,4.96,4.8,4.9,68941.0
2021-02-22,4.9,5.05,4.84,4.85,89461.0
2021-02-19,4.72,4.93,4.7,4.89,61035.82
2021-02-18,4.77,4.81,4.7,4.72,60937.0
