date,open,high,low,close,volume
2021-09-23,14.78,15.0,14.69,14.84,79109.66
2021-09-22,15.01,15.29,14.93,14.95,78678.29
2021-09-17,14.86,15.08,14.64,14.94,93919.57
2021-09-16,15.5,15.66,15.0,15.09,119162.27
2021-09-15,15.4,15.88,15.21,15.57,112062.16
2021-09-14,16.07,16.07,15.38,15.41,198616.06
2021-09-13,15.9,16.5,15.34,16.26,319050.75
2021-09-10,15.3,16.5,15.29,15.92,341222.66
2021-09-09,14.7,15.8,14.68,15.53,263002.69
2021-09-08,14.62,14.85,14.59,14.8,89594.5
2021-09-07,14.76,14.76,14.55,14.67,77920.97
2021-09-06,14.32,14.84,14.32,14.79,132882.06
2021-09-03,14.21,14.44,14.13,14.32,62400.25
2021-09-02,14.28,14.29,14.2,14.26,47608.65
2021-09-01,14.12,14.3,14.06,14.21,57226.89
2021-08-31,14.25,14.31,14.08,14.22,63797.33
2021-08-30,14.66,14.72,14.35,14.37,74601.1
2021-08-27,14.36,14.65,14.16,14.6,89109.3
2021-08-26,14.38,14.67,14.34,14.36,69777.03
2021-08-25,14.47,14.52,14.35,14.44,60957.99
2021-08-24,14.65,14.78,14.54,14.57,57847.57
2021-08-23,14.48,14.61,14.4,14.55,56735.9
2021-08-20,14.4,14.73,14.15,14.66,80640.77
2021-08-19,14.7,14.8,14.37,14.43,91418.67
2021-08-18,14.98,15.0,14.62,14.85,74339.61
2021-08-17,14.89,15.19,14.65,14.97,100577.34
2021-08-16,15.16,15.49,14.93,14.95,124572.36
2021-08-13,14.91,15.14,14.7,14.92,119972.11
2021-08-12,14.42,15.45,14.42,15.14,201101.84
2021-08-11,14.31,14.48,14.26,14.43,61876.76
2021-08-10,14.25,14.49,14.2,14.39,55606.95
2021-08-09,14.18,14.42,14.0,14.3,78178.34
2021-08-06,14.01,14.72,13.9,14.4,107840.26
2021-08-05,14.23,14.37,14.1,14.13,51087.99
2021-08-04,14.12,14.3,14.1,14.25,52666.21
2021-08-03,14.25,14.35,14.1,14.18,61229.28
2021-08-02,14.0,14.44,13.85,14.26,74958.28
2021-07-30,14.05,14.28,13.96,14.04,56426.76
2021-07-29,13.99,14.42,13.83,14.11,66306.25
2021-07-28,14.5,14.51,13.5,13.79,78661.93
2021-07-27,14.61,14.87,14.51,14.51,64795.2
2021-07-26,15.2,15.2,14.58,14.69,96199.46
2021-07-23,15.09,15.43,15.07,15.22,86746.17
2021-07-22,15.1,15.2,15.03,15.14,58470.11
2021-07-21,15.16,15.26,15.08,15.18,60332.28
2021-07-20,15.05,15.35,15.05,15.25,50921.25
2021-07-19,15.3,15.35,15.02,15.18,73317.69
2021-07-16,15.82,15.86,15.3,15.45,112168.86
2021-07-15,15.55,15.86,15.49,15.86,162214.7
2021-07-14,15.57,15.65,15.35,15.36,57816.08
2021-07-13,15.45,15.6,15.27,15.58,71317.67
2021-07-12,15.61,15.78,15.45,15.52,92280.05
2021-07-09,15.05,15.65,15.05,15.5,129682.44
2021-07-08,15.3,15.35,15.08,15.08,77849.09
2021-07-07,15.44,15.49,15.31,15.37,56727.83
2021-07-06,15.41,15.67,15.08,15.61,94031.61
2021-07-05,15.67,15.76,15.4,15.52,54470.69
2021-07-02,15.6,15.92,15.59,15.7,67355.33
2021-07-01,15.47,15.91,15.39,15.72,86127.73
2021-06-30,15.4,15.75,15.28,15.52,51522.94
2021-06-29,15.77,15.79,15.4,15.44,66211.3
2021-06-28,15.96,16.01,15.81,15.9,48106.04
2021-06-25,15.93,16.11,15.8,16.01,61532.38
2021-06-24,16.09,16.13,15.9,15.91,69948.15
2021-06-23,16.2,16.23,15.95,16.15,68350.39
2021-06-22,16.11,16.5,16.11,16.23,68151.23
2021-06-21,16.14,16.24,16.01,16.15,79243.74
2021-06-18,15.76,16.99,15.5,16.5,149855.48
2021-06-17,15.88,16.21,15.62,15.96,79041.95
2021-06-16,16.51,16.56,16.2,16.21,73672.26
2021-06-15,16.82,16.82,16.5,16.62,102245.2
2021-06-11,17.04,17.1,16.94,17.06,67172.48
2021-06-10,17.11,17.12,16.9,16.94,94336.62
2021-06-09,17.14,17.29,17.0,17.19,78787.49
2021-06-08,17.3,17.39,17.11,17.15,85425.43
2021-06-07,17.31,17.5,17.15,17.3,82556.79
2021-06-04,17.13,17.26,16.88,17.23,110131.41
2021-06-03,17.45,17.56,17.3,17.5,104823.87
2021-06-02,17.65,17.67,17.35,17.46,169420.31
2021-06-01,17.76,17.98,17.6,17.93,184714.02
2021-05-31,17.64,17.87,17.61,17.7,160204.5
2021-05-28,17.8,17.85,17.51,17.55,185336.66
2021-05-27,17.86,17.95,17.6,17.89,259032.28
2021-05-26,17.5,18.8,17.5,18.41,439358.53
2021-05-25,17.2,17.43,17.0,17.37,144341.05
2021-05-24,17.38,17.63,17.3,17.46,133936.81
2021-05-21,17.3,17.38,17.16,17.33,113606.36
2021-05-20,17.6,17.67,17.11,17.45,194440.31
2021-05-19,17.33,17.85,17.33,17.8,221090.84
2021-05-18,18.74,18.99,17.9,17.9,338670.0
2021-05-17,17.9,18.33,17.49,18.02,278487.22
2021-05-14,17.18,17.45,17.03,17.39,162346.53
2021-05-13,17.5,17.69,17.09,17.22,183425.42
2021-05-12,17.69,18.18,17.6,17.71,214863.03
2021-05-11,18.82,19.23,17.73,18.0,400218.34
2021-05-10,19.67,19.79,19.11,19.33,574156.69
2021-05-07,17.35,18.83,17.35,18.83,448240.81
2021-05-06,16.48,17.35,16.48,17.12,191614.11
2021-04-30,16.77,16.89,16.08,16.48,172818.61
2021-04-29,16.76,16.99,16.6,16.87,128656.53
2021-04-28,16.61,16.98,16.3,16.85,133329.2
2021-04-27,17.5,17.5,16.55,16.69,221945.38
2021-04-26,17.84,17.84,17.5,17.56,180428.0
2021-04-23,18.22,18.24,17.5,17.93,298877.84
2021-04-22,18.92,19.06,18.51,18.54,215159.25
2021-04-21,18.93,19.39,18.65,18.93,252981.95
2021-04-20,18.88,18.96,18.5,18.83,234491.31
2021-04-19,18.6,19.29,18.26,19.06,256116.7
2021-04-16,19.07,19.6,19.0,19.1,334548.53
2021-04-15,18.88,18.9,18.18,18.76,255864.16
2021-04-14,18.71,19.33,18.71,19.2,268683.69
2021-04-13,19.15,19.16,18.4,18.55,281498.66
2021-04-12,19.5,19.73,18.76,19.31,304148.94
2021-04-09,20.11,20.92,19.61,19.81,350767.47
2021-04-08,20.79,21.18,19.85,20.11,521777.31
2021-04-07,20.66,21.81,20.52,21.55,618738.19
2021-04-06,20.5,21.66,20.19,20.74,696836.75
2021-04-02,18.55,19.98,18.11,19.98,570617.75
2021-04-01,18.57,18.92,17.81,18.16,412770.16
2021-03-31,17.47,19.5,17.14,18.79,559323.44
2021-03-30,19.1,19.15,17.76,17.9,496142.66
2021-03-29,19.7,19.96,19.03,19.41,476685.22
2021-03-26,20.08,21.27,19.19,20.13,532044.62
2021-03-25,22.78,22.78,19.61,20.5,915848.06
2021-03-24,18.53,21.08,18.53,21.08,560617.38
2021-03-23,20.62,21.69,17.92,19.16,980329.81
2021-03-22,18.1,19.91,17.44,19.91,740073.94
2021-03-19,16.18,18.1,16.01,18.1,868440.62
2021-03-18,15.19,16.45,15.1,16.45,607178.75
2021-03-17,14.81,15.27,14.3,14.95,308541.03
2021-03-16,15.22,15.33,14.8,14.96,308399.78
2021-03-15,14.95,15.57,14.74,15.38,407169.31
2021-03-12,14.8,15.75,14.69,14.94,427816.72
2021-03-11,14.3,15.2,14.06,15.05,419739.41
2021-03-10,14.43,15.0,13.5,14.49,472677.0
2021-03-09,15.51,15.55,14.36,14.39,458623.53
2021-03-08,15.57,16.3,15.5,15.95,432832.31
2021-03-05,16.5,16.59,15.81,15.89,555320.88
2021-03-04,17.09,18.2,16.22,17.28,703125.94
