date,open,high,low,close,volume
2021-09-23,3.32,3.4,3.32,3.34,152672.41
2021-09-22,3.29,3.32,3.26,3.32,140205.2
2021-09-17,3.35,3.35,3.3,3.32,163701.98
2021-09-16,3.39,3.41,3.34,3.35,148654.41
2021-09-15,3.37,3.4,3.35,3.39,132478.11
2021-09-14,3.49,3.51,3.36,3.36,284570.06
2021-09-13,3.46,3.49,3.44,3.48,243899.84
2021-09-10,3.46,3.57,3.45,3.5,335937.12
2021-09-09,3.46,3.49,3.43,3.45,181927.48
2021-09-08,3.44,3.5,3.43,3.47,244191.38
2021-09-07,3.45,3.45,3.4,3.44,253249.31
2021-09-06,3.33,3.46,3.32,3.43,395310.56
2021-09-03,3.3,3.36,3.3,3.32,265642.78
2021-09-02,3.28,3.31,3.27,3.31,194368.91
2021-09-01,3.23,3.3,3.21,3.29,258466.97
2021-08-31,3.2,3.24,3.19,3.24,151794.23
2021-08-30,3.25,3.25,3.2,3.2,149621.44
2021-08-27,3.27,3.28,3.24,3.25,100990.87
2021-08-26,3.27,3.28,3.25,3.28,140116.27
2021-08-25,3.26,3.28,3.25,3.27,100960.22
2021-08-24,3.26,3.28,3.25,3.26,102700.62
2021-08-23,3.27,3.28,3.25,3.26,101756.08
2021-08-20,3.27,3.31,3.24,3.26,134844.86
2021-08-19,3.29,3.3,3.27,3.28,128970.29
2021-08-18,3.23,3.33,3.23,3.31,225231.48
2021-08-17,3.26,3.29,3.23,3.24,130691.41
2021-08-16,3.26,3.28,3.25,3.27,88567.23
2021-08-13,3.28,3.28,3.25,3.26,93206.63
2021-08-12,3.29,3.3,3.27,3.28,80658.04
2021-08-11,3.3,3.35,3.28,3.29,132006.09
2021-08-10,3.28,3.31,3.25,3.31,113915.88
2021-08-09,3.24,3.31,3.23,3.29,157494.27
2021-08-06,3.23,3.25,3.21,3.24,81104.82
2021-08-05,3.25,3.27,3.22,3.23,97547.21
2021-08-04,3.26,3.28,3.25,3.25,106384.15
2021-08-03,3.24,3.29,3.21,3.28,187544.59
2021-08-02,3.2,3.29,3.15,3.25,221788.7
2021-07-30,3.29,3.29,3.21,3.21,202995.98
2021-07-29,3.36,3.36,3.29,3.3,169741.88
2021-07-28,3.35,3.38,3.34,3.36,162348.67
2021-07-27,3.39,3.4,3.35,3.35,157444.58
2021-07-26,3.46,3.47,3.38,3.39,204779.3
