date,open,high,low,close,volume
2021-09-23,5.83,6.04,5.8,5.9,483942.88
2021-09-22,5.69,5.82,5.58,5.75,505775.19
2021-09-17,5.78,6.02,5.75,5.8,461418.81
2021-09-16,5.92,5.99,5.73,5.78,524813.12
2021-09-15,5.72,6.05,5.7,5.92,787917.62
2021-09-14,6.06,6.11,5.72,5.75,830888.38
2021-09-13,5.71,6.23,5.71,6.11,951407.06
2021-09-10,5.71,5.88,5.64,5.75,551683.62
2021-09-09,5.61,5.79,5.61,5.73,452476.47
2021-09-08,5.63,5.77,5.52,5.7,690714.5
2021-09-07,5.22,5.64,5.21,5.58,875052.44
2021-09-06,5.35,5.4,5.17,5.25,480528.62
2021-09-03,5.17,5.37,5.16,5.35,583012.0
2021-09-02,5.07,5.23,5.03,5.2,514523.38
2021-09-01,4.98,5.14,4.96,5.07,526859.62
2021-08-31,4.91,5.01,4.88,4.97,337276.44
2021-08-30,4.95,4.97,4.86,4.95,331746.62
2021-08-27,4.98,4.99,4.84,4.92,408836.47
2021-08-26,4.92,5.04,4.88,4.93,578811.81
2021-08-25,4.63,4.92,4.6,4.9,646812.69
2021-08-24,4.59,4.64,4.55,4.63,313940.97
2021-08-23,4.59,4.63,4.53,4.57,326210.69
2021-08-20,4.52,4.63,4.49,4.62,289043.59
2021-08-19,4.58,4.62,4.51,4.54,184297.22
2021-08-18,4.56,4.63,4.54,4.58,242509.08
2021-08-17,4.72,4.73,4.55,4.56,314296.94
2021-08-16,4.64,4.72,4.63,4.71,259719.12
2021-08-13,4.69,4.72,4.57,4.62,259599.7
2021-08-12,4.64,4.72,4.63,4.69,254574.3
2021-08-11,4.61,4.69,4.6,4.66,241301.66
2021-08-10,4.6,4.63,4.55,4.62,155887.91
2021-08-09,4.5,4.61,4.47,4.61,198485.17
2021-08-06,4.57,4.61,4.45,4.5,259707.28
2021-08-05,4.67,4.67,4.55,4.57,227187.77
2021-08-04,4.73,4.75,4.64,4.66,290115.28
2021-08-03,4.65,4.78,4.63,4.75,314413.84
2021-08-02,4.65,4.7,4.51,4.65,313982.0
2021-07-30,4.61,4.67,4.55,4.65,226364.41
2021-07-29,4.59,4.65,4.55,4.57,218372.81
2021-07-28,4.66,4.72,4.49,4.54,310792.81
2021-07-27,4.91,4.96,4.77,4.78,309803.66
2021-07-26,5.17,5.17,4.82,4.9,461429.03
2021-07-23,5.1,5.3,5.09,5.17,326691.66
2021-07-22,5.12,5.2,5.08,5.15,246283.06
2021-07-21,5.11,5.18,5.08,5.13,230930.09
2021-07-20,5.27,5.28,5.05,5.11,352285.22
2021-07-19,5.29,5.45,5.23,5.24,311895.0
2021-07-16,5.19,5.44,5.16,5.32,438898.56
2021-07-15,5.27,5.34,5.1,5.2,430584.09
2021-07-14,5.53,5.53,5.28,5.29,540003.12
2021-07-13,5.34,5.56,5.27,5.51,670372.0
2021-07-12,5.43,5.6,5.29,5.33,637631.06
2021-07-09,5.18,5.52,5.17,5.33,621013.5
2021-07-08,5.35,5.42,5.18,5.23,653876.56
2021-07-07,4.94,5.38,4.94,5.29,794333.94
2021-07-06,5.02,5.12,4.88,4.95,374549.28
2021-07-05,5.04,5.24,5.0,5.03,458744.09
2021-07-02,4.96,5.29,4.95,5.07,558521.62
2021-07-01,5.06,5.15,4.94,4.98,245785.62
2021-06-30,5.15,5.17,5.01,5.05,242817.44
2021-06-29,5.09,5.18,5.03,5.11,351655.03
2021-06-28,5.11,5.13,4.98,5.08,368375.41
2021-06-25,5.17,5.18,5.03,5.13,433291.12
2021-06-24,5.19,5.22,5.13,5.2,363167.88
2021-06-23,4.99,5.19,4.97,5.15,481062.78
2021-06-22,5.02,5.05,4.94,5.0,452896.97
2021-06-21,4.78,5.03,4.73,4.98,644501.62
2021-06-18,4.89,5.01,4.76,4.79,592343.38
2021-06-17,4.61,4.79,4.6,4.73,306363.44
2021-06-16,4.66,4.78,4.57,4.64,310382.53
2021-06-15,4.73,4.77,4.66,4.68,308256.03
2021-06-11,4.68,4.75,4.64,4.71,278807.75
2021-06-10,4.6,4.73,4.56,4.68,311474.16
2021-06-09,4.52,4.63,4.47,4.58,252613.8
2021-06-08,4.49,4.54,4.47,4.51,156872.62
2021-06-07,4.54,4.6,4.48,4.5,243568.84
2021-06-04,4.62,4.63,4.53,4.56,273172.59
2021-06-03,4.68,4.69,4.61,4.62,278144.84
2021-06-02,4.64,4.72,4.56,4.69,366052.62
2021-06-01,4.61,4.67,4.58,4.61,258457.69
2021-05-31,4.69,4.7,4.56,4.6,312783.47
2021-05-28,4.8,4.8,4.62,4.65,345022.84
2021-05-27,4.74,4.85,4.72,4.76,277608.84
2021-05-26,4.83,4.83,4.73,4.75,276733.91
2021-05-25,4.8,4.83,4.68,4.79,277082.97
2021-05-24,4.86,4.94,4.74,4.78,322221.72
2021-05-21,4.84,4.87,4.74,4.82,235513.27
2021-05-20,4.97,5.01,4.78,4.81,350167.0
