date,open,high,low,close,volume
2019-12-06,0.25,0.26,0.24,0.26,667357.81
2019-12-05,0.26,0.27,0.25,0.26,355528.72
2019-12-04,0.27,0.28,0.26,0.27,165906.12
2019-12-03,0.27,0.28,0.26,0.28,213625.0
2019-12-02,0.28,0.29,0.27,0.27,161364.44
2019-11-29,0.29,0.29,0.27,0.29,228188.02
2019-11-28,0.29,0.3,0.28,0.29,217445.03
2019-11-27,0.3,0.3,0.28,0.29,127682.43
2019-11-26,0.29,0.3,0.28,0.29,183013.36
2019-11-25,0.28,0.3,0.28,0.28,139856.47
2019-11-22,0.3,0.32,0.27,0.28,467640.88
2019-11-21,0.26,0.29,0.25,0.29,506911.59
2019-11-20,0.26,0.26,0.25,0.26,78040.73
2019-11-19,0.25,0.26,0.25,0.25,88332.19
2019-11-18,0.25,0.26,0.24,0.25,162907.91
2019-11-15,0.25,0.26,0.25,0.25,121249.22
2019-11-14,0.25,0.26,0.24,0.26,119878.5
2019-11-13,0.26,0.26,0.24,0.25,313812.53
2019-11-12,0.27,0.27,0.25,0.26,284956.44
2019-11-11,0.26,0.28,0.26,0.26,390440.38
2019-11-08,0.24,0.28,0.24,0.26,1536055.88
2019-11-07,0.25,0.25,0.25,0.25,76253.0
2019-11-06,0.28,0.28,0.28,0.28,3071.0
2019-11-05,0.31,0.31,0.31,0.31,1329.0
2019-11-04,0.34,0.34,0.34,0.34,478.0
2019-11-01,0.38,0.38,0.38,0.38,1881.0
2019-10-31,0.42,0.42,0.42,0.42,397.0
2019-10-30,0.47,0.47,0.47,0.47,444.0
2019-10-29,0.52,0.52,0.52,0.52,101.0
2019-10-28,0.58,0.58,0.58,0.58,74.0
2019-09-19,0.64,0.64,0.64,0.64,104667.0
2019-09-18,0.67,0.67,0.67,0.67,11982.0
2019-09-17,0.71,0.71,0.71,0.71,11951.0
2019-09-16,0.75,0.75,0.75,0.75,14693.0
2019-09-12,0.79,0.86,0.79,0.79,1246308.88
2019-09-11,0.83,0.84,0.83,0.83,414181.0
2019-09-10,0.89,0.92,0.86,0.87,562542.69
2019-09-09,0.92,0.93,0.91,0.91,216381.19
2019-09-06,0.92,0.93,0.91,0.92,196239.08
2019-09-05,0.94,0.94,0.91,0.92,374689.38
2019-09-04,0.9,0.93,0.9,0.92,314922.97
2019-09-03,0.92,0.94,0.91,0.93,221027.0
2019-09-02,0.91,0.93,0.91,0.92,211929.33
2019-08-30,0.91,0.93,0.89,0.93,359324.0
2019-08-29,0.91,0.94,0.9,0.92,378418.88
2019-08-28,0.9,0.96,0.88,0.93,458759.5
2019-08-27,0.91,0.94,0.9,0.92,244262.0
2019-08-26,0.89,0.94,0.88,0.91,431453.66
2019-08-23,0.92,0.95,0.9,0.92,455078.34
2019-08-22,0.98,0.98,0.95,0.95,535298.0
2019-08-21,0.96,1.01,0.96,1.0,408145.16
2019-08-20,0.92,0.99,0.91,0.97,458068.81
2019-08-19,0.92,0.95,0.9,0.94,386917.06
2019-08-16,0.91,0.95,0.9,0.93,199330.17
2019-08-15,0.91,0.92,0.89,0.92,166793.52
2019-08-14,0.94,0.94,0.91,0.93,159408.0
2019-08-13,0.94,0.95,0.92,0.93,118123.0
2019-08-12,0.93,0.95,0.92,0.95,130747.25
2019-08-09,0.94,0.96,0.92,0.94,122799.62
2019-08-08,0.93,0.95,0.93,0.94,113469.32
