date,open,high,low,close,volume
2021-09-23,64.47,65.09,63.47,63.8,35846.85
2021-09-22,63.41,64.99,62.3,64.49,35257.48
2021-09-17,63.85,64.5,62.63,64.0,38151.5
2021-09-16,65.5,65.66,63.69,63.85,59647.8
2021-09-15,62.08,66.88,62.08,65.5,80109.56
2021-09-14,61.5,63.5,60.83,62.6,53847.61
2021-09-13,63.5,63.5,60.78,61.13,52539.49
2021-09-10,62.66,63.75,61.89,62.8,45065.46
2021-09-09,62.19,64.55,62.13,62.87,65517.83
2021-09-08,62.15,63.9,61.21,62.07,64117.43
2021-09-07,62.96,63.58,60.75,62.24,92014.24
2021-09-06,61.2,63.22,60.55,63.11,76481.85
2021-09-03,62.0,62.75,60.21,60.46,68615.75
2021-09-02,61.57,62.55,58.98,61.0,102512.78
2021-09-01,62.32,62.85,59.7,61.54,89161.87
2021-08-31,66.66,66.66,61.91,62.33,97112.97
2021-08-30,65.72,67.67,65.1,66.66,48355.83
2021-08-27,64.6,66.75,64.51,65.59,24008.06
2021-08-26,65.99,66.47,64.5,64.63,28037.4
2021-08-25,66.93,67.15,64.77,66.2,43180.72
2021-08-24,66.18,67.14,65.61,66.88,34177.25
2021-08-23,64.97,67.0,64.97,66.2,58531.54
2021-08-20,65.1,65.85,63.0,65.0,45341.56
2021-08-19,63.93,65.65,63.07,65.3,40527.16
2021-08-18,65.9,66.0,63.55,63.93,41639.73
2021-08-17,67.72,68.85,64.72,65.0,61639.07
2021-08-16,70.0,70.07,66.78,67.67,53808.0
2021-08-13,70.77,71.7,69.69,70.8,43572.19
2021-08-12,72.1,72.98,70.77,71.19,41594.69
2021-08-11,68.99,74.45,68.52,73.45,96158.73
2021-08-10,70.0,72.88,68.13,69.4,75605.03
2021-08-09,67.98,70.31,66.31,70.03,62795.17
2021-08-06,67.11,68.11,64.7,68.05,55358.35
2021-08-05,68.25,68.25,65.55,66.67,66600.7
2021-08-04,65.08,68.38,65.08,68.19,54340.18
2021-08-03,65.17,66.58,64.17,65.86,55298.28
2021-08-02,66.8,67.8,63.16,65.0,82611.43
2021-07-30,65.01,66.8,64.39,65.66,53819.0
2021-07-29,65.09,66.98,64.38,65.3,65827.63
2021-07-28,62.43,66.0,62.15,64.74,88394.68
2021-07-27,63.0,66.85,62.51,62.99,83882.34
2021-07-26,63.21,65.02,62.45,63.19,68698.45
2021-07-23,66.12,66.29,63.1,63.23,82456.83
2021-07-22,67.77,68.2,65.42,66.6,46313.62
2021-07-21,65.57,68.29,65.57,67.93,46755.36
2021-07-20,66.28,66.66,65.0,65.9,29986.42
2021-07-19,65.74,66.28,64.31,65.7,43372.62
2021-07-16,68.09,68.4,65.13,65.75,46843.55
2021-07-15,65.22,68.53,65.18,68.08,57846.52
2021-07-14,65.92,67.73,64.14,65.69,70603.84
2021-07-13,67.5,68.8,65.98,66.4,64753.58
2021-07-12,64.26,70.93,63.51,68.67,109660.34
2021-07-09,61.6,65.4,59.2,64.5,83100.62
2021-07-08,60.64,62.98,60.05,61.3,65310.83
2021-07-07,58.12,60.93,57.49,60.45,49442.16
2021-07-06,59.96,60.19,57.31,58.57,54177.73
2021-07-05,59.97,60.85,58.51,59.31,51580.91
2021-07-02,59.0,59.92,58.1,59.58,43648.96
2021-07-01,62.57,62.57,59.6,59.92,51816.52
2021-06-30,60.0,63.8,59.91,62.7,60096.39
2021-06-29,61.2,62.4,59.97,60.53,63553.32
2021-06-28,58.08,61.87,58.08,61.12,77645.71
2021-06-25,59.0,59.15,57.18,58.15,56306.54
2021-06-24,60.0,60.35,58.51,59.02,56496.6
2021-06-23,57.5,60.66,57.38,59.89,103818.2
2021-06-22,58.15,58.5,56.04,56.64,63623.05
2021-06-21,57.0,58.46,55.67,57.91,63707.29
2021-06-18,54.3,57.48,53.88,57.1,64881.91
2021-06-17,53.37,54.55,53.14,54.18,41668.03
2021-06-16,55.6,55.6,52.73,53.61,62859.78
2021-06-15,56.05,57.96,53.88,54.5,121229.86
2021-06-11,57.67,58.0,56.2,56.4,71480.61
2021-06-10,56.3,58.45,56.29,57.66,59350.5
2021-06-09,56.36,57.35,55.08,56.3,52683.07
2021-06-08,54.95,58.22,54.5,56.71,68116.09
2021-06-07,55.6,56.42,54.5,55.23,35086.25
2021-06-04,53.5,56.42,52.6,55.6,58384.56
2021-06-03,55.67,56.38,53.83,54.15,46404.98
2021-06-02,57.45,57.88,55.2,55.54,65141.5
2021-06-01,56.36,57.54,55.5,57.12,79131.87
2021-05-31,54.8,57.13,54.52,56.36,136544.98
2021-05-28,53.3,55.75,52.83,54.9,138340.64
2021-05-27,52.4,53.25,51.87,53.22,64870.75
