date,open,high,low,close,volume
2021-09-23,29.4,31.13,29.21,30.87,49430.85
2021-09-22,29.0,30.1,29.0,29.18,33980.59
2021-09-17,30.08,31.62,28.68,29.8,59092.43
2021-09-16,30.85,31.34,30.05,30.06,38679.26
2021-09-15,31.2,31.72,30.66,31.07,37685.79
2021-09-14,31.6,33.11,30.2,31.74,37549.01
2021-09-13,33.34,33.48,32.1,32.31,27497.17
2021-09-10,32.56,33.8,32.41,32.93,28979.13
2021-09-09,33.68,33.95,32.73,32.78,30958.68
2021-09-08,34.15,34.48,33.63,33.68,21778.04
2021-09-07,34.48,34.61,33.7,34.12,25214.81
2021-09-06,33.83,34.77,33.18,34.49,34497.01
2021-09-03,33.0,34.38,33.0,33.55,35385.5
2021-09-02,34.0,34.19,33.13,33.22,39852.02
2021-09-01,33.01,35.68,31.03,34.65,80985.44
2021-08-31,36.91,37.09,33.21,33.21,82679.81
2021-08-30,38.16,38.16,36.69,36.9,35403.0
2021-08-27,37.5,38.51,37.07,38.18,29660.3
2021-08-26,38.98,39.01,37.6,37.72,34765.53
2021-08-25,39.46,40.3,38.58,39.4,32215.54
2021-08-24,38.26,40.2,38.02,39.44,31502.52
2021-08-23,38.03,39.2,37.7,38.62,31729.97
2021-08-20,38.1,38.77,36.89,37.65,46946.53
2021-08-19,38.88,39.77,38.15,39.19,44474.26
2021-08-18,41.0,41.0,38.88,39.7,62513.05
2021-08-17,46.86,47.0,41.65,41.82,94837.44
2021-08-16,42.62,46.28,42.62,46.28,36302.64
2021-08-13,42.24,42.7,41.18,42.07,33325.13
2021-08-12,43.56,44.5,41.88,42.15,47768.34
2021-08-11,44.8,44.9,42.75,43.92,53452.63
2021-08-10,41.76,45.62,41.71,44.5,80671.34
2021-08-09,37.5,41.7,37.5,41.7,64479.38
2021-08-06,37.9,38.36,36.6,37.91,28534.26
2021-08-05,37.45,39.08,37.08,38.08,24190.0
2021-08-04,38.4,39.46,38.28,38.78,20648.0
2021-08-03,40.05,40.35,38.21,38.35,39011.01
2021-08-02,40.5,41.26,38.83,40.93,46722.55
2021-07-30,38.3,39.78,37.66,39.29,39244.95
2021-07-29,38.0,38.98,37.72,38.11,29738.21
2021-07-28,38.01,39.18,36.0,38.24,43344.37
2021-07-27,39.0,40.39,38.51,38.72,35514.01
2021-07-26,39.0,40.39,37.8,39.06,56227.15
2021-07-23,41.6,42.2,39.78,40.09,50399.64
2021-07-22,42.5,42.69,41.57,41.91,37553.14
2021-07-21,42.71,43.66,42.12,42.49,43678.01
2021-07-20,42.29,42.94,41.35,42.08,43059.02
2021-07-19,39.88,43.5,39.58,41.44,53457.02
2021-07-16,44.5,45.3,42.72,42.76,70477.13
2021-07-15,42.48,46.0,42.06,44.75,89609.08
2021-07-14,42.77,45.3,40.4,43.28,85200.79
2021-07-13,41.7,45.4,41.68,43.35,86634.99
2021-07-12,38.25,41.68,37.3,41.68,85660.69
2021-07-09,38.66,38.67,37.05,37.89,56938.38
2021-07-08,37.1,40.0,37.1,38.72,78324.48
2021-07-07,37.1,38.24,36.61,37.6,70599.73
2021-07-06,38.44,38.89,36.8,37.3,83021.97
2021-07-05,41.12,41.8,37.66,38.44,103241.4
2021-07-02,41.5,43.0,40.3,41.71,64875.7
2021-07-01,42.91,43.9,41.01,41.45,97551.83
2021-06-30,46.65,48.52,43.6,44.46,104743.06
