date,open,high,low,close,volume
2021-09-23,6.9,7.05,6.68,6.7,83787.55
2021-09-22,7.01,7.1,6.54,6.95,101265.55
2021-09-17,6.83,7.08,6.78,7.01,102336.08
2021-09-16,6.87,6.98,6.64,6.77,79912.22
2021-09-15,6.81,6.9,6.63,6.85,103933.21
2021-09-14,6.49,7.08,6.47,6.75,144849.84
2021-09-13,6.36,6.59,6.36,6.59,75495.57
2021-09-10,6.52,6.63,6.35,6.36,110089.24
2021-09-09,6.2,6.75,6.15,6.62,176242.2
2021-09-08,6.0,6.16,5.99,6.16,89670.07
2021-09-07,5.92,6.04,5.9,5.99,64787.68
2021-09-06,6.04,6.08,5.85,5.96,87891.34
2021-09-03,5.82,6.11,5.79,6.02,106119.26
2021-09-02,5.81,5.86,5.75,5.78,66420.06
2021-09-01,5.67,6.0,5.67,5.8,124415.22
2021-08-31,5.54,5.8,5.54,5.69,66720.9
2021-08-30,5.64,5.67,5.5,5.55,57430.07
2021-08-27,5.6,5.72,5.51,5.66,68296.4
2021-08-26,5.52,5.66,5.49,5.62,85909.1
2021-08-25,5.46,5.54,5.44,5.51,41611.6
2021-08-24,5.46,5.52,5.42,5.51,41329.5
2021-08-23,5.35,5.48,5.29,5.46,36131.0
2021-08-20,5.28,5.35,5.16,5.35,40595.43
2021-08-19,5.4,5.4,5.22,5.26,41139.0
2021-08-18,5.41,5.42,5.33,5.41,34889.15
2021-08-17,5.45,5.46,5.29,5.31,55896.08
2021-08-16,5.48,5.54,5.44,5.46,43338.0
2021-08-13,5.52,5.52,5.43,5.47,45222.62
2021-08-12,5.39,5.54,5.37,5.52,70445.17
2021-08-11,5.39,5.45,5.35,5.4,45774.84
2021-08-10,5.4,5.49,5.33,5.45,52729.0
2021-08-09,5.48,5.65,5.37,5.44,82379.0
2021-08-06,5.38,5.4,5.3,5.36,33732.65
2021-08-05,5.47,5.47,5.32,5.38,48508.7
2021-08-04,5.51,5.6,5.4,5.48,86320.0
2021-08-03,5.3,5.6,5.25,5.5,148660.97
2021-08-02,5.15,5.22,5.1,5.19,32135.65
