date,open,high,low,close,volume
2020-04-29,3.01,3.01,3.01,3.01,66555.0
2020-04-28,3.17,3.17,3.17,3.17,13303.0
2020-04-27,3.34,3.34,3.34,3.34,8931.0
2020-04-24,3.52,3.52,3.52,3.52,2452.0
2020-04-23,3.7,3.7,3.7,3.7,28141.0
2020-04-22,3.86,3.93,3.82,3.89,100884.64
2020-04-21,4.01,4.02,3.86,3.89,183788.62
2020-04-20,4.07,4.14,4.04,4.06,113957.45
2020-04-17,4.19,4.23,4.05,4.06,167261.91
2020-04-16,4.05,4.24,4.01,4.19,191302.55
2020-04-15,3.99,4.12,3.98,4.04,131440.45
2020-04-14,3.95,4.01,3.91,3.98,125223.19
2020-04-13,4.0,4.0,3.93,3.94,209070.3
2020-04-10,4.23,4.29,4.11,4.14,214951.45
2020-04-09,4.1,4.15,4.03,4.09,188688.81
2020-04-08,4.23,4.25,4.09,4.1,325858.03
2020-04-07,4.27,4.36,4.24,4.3,134692.89
2020-04-03,4.25,4.39,4.19,4.22,109128.54
2020-04-02,4.26,4.3,4.13,4.29,181428.66
2020-04-01,4.49,4.58,4.34,4.35,172456.69
2020-03-31,4.68,4.8,4.56,4.57,168729.67
2020-03-30,4.57,4.79,4.55,4.65,223192.81
2020-03-27,4.41,4.63,4.37,4.63,212475.05
2020-03-26,4.52,4.53,4.41,4.41,139469.0
2020-03-25,4.54,4.59,4.46,4.57,189124.44
2020-03-24,4.65,4.7,4.38,4.52,259881.39
2020-03-23,4.72,4.76,4.61,4.61,181223.02
2020-03-20,4.85,4.86,4.7,4.85,200138.03
2020-03-19,5.05,5.1,4.79,4.81,330124.03
2020-03-18,5.12,5.51,5.04,5.04,369798.44
2020-03-17,5.35,5.5,5.31,5.31,99800.38
2020-03-16,5.7,6.03,5.59,5.59,421602.12
2020-03-13,5.32,5.88,5.32,5.88,483362.69
2020-03-12,5.25,5.6,5.2,5.6,333533.53
2020-03-11,5.09,5.36,5.09,5.33,403838.5
2020-03-10,4.99,5.13,4.78,5.1,266986.62
2020-03-09,4.91,5.15,4.88,5.03,253866.73
2020-03-06,4.9,5.18,4.87,5.01,343812.03
2020-03-05,4.74,4.94,4.7,4.94,252666.72
2020-03-04,4.6,4.75,4.58,4.7,195682.66
2020-03-03,4.65,4.75,4.64,4.67,218630.38
2020-03-02,4.76,4.82,4.58,4.66,324310.22
2020-02-28,4.9,4.97,4.82,4.82,246142.02
2020-02-27,5.08,5.17,5.05,5.07,201715.59
2020-02-26,4.96,5.25,4.94,5.11,345879.75
2020-02-25,5.05,5.1,4.9,5.02,323005.97
2020-02-24,5.05,5.17,5.04,5.12,214988.09
2020-02-21,5.15,5.15,5.07,5.09,291557.38
2020-02-20,5.15,5.22,5.1,5.17,248969.62
2020-02-19,5.25,5.25,5.15,5.18,296374.12
2020-02-18,5.15,5.39,5.15,5.29,353490.66
2020-02-17,5.04,5.26,5.03,5.13,509131.66
2020-02-14,5.29,5.39,5.29,5.29,307165.78
2020-02-13,5.04,5.57,5.04,5.57,783162.44
2020-02-12,5.3,5.3,5.3,5.3,3162.0
2020-02-11,5.58,5.58,5.58,5.58,2430.0
2020-02-10,5.87,5.87,5.87,5.87,2794.0
2020-02-07,6.18,6.18,6.18,6.18,4946.0
2020-02-06,6.5,6.5,6.5,6.5,2902.0
2020-02-05,6.84,6.84,6.84,6.84,2154.0
2020-02-04,7.2,7.2,7.2,7.2,355.0
2020-02-03,7.58,7.58,7.58,7.58,149.0
2020-01-23,7.98,7.98,7.98,7.98,1127.0
2020-01-22,8.4,8.4,8.4,8.4,1305.0
2020-01-20,8.77,8.92,8.61,8.84,149597.31
2020-01-17,9.05,9.13,8.7,8.77,203861.95
2020-01-16,9.12,9.24,9.03,9.05,145859.84
2020-01-15,9.15,9.27,9.0,9.04,220537.33
2020-01-14,9.41,9.6,9.32,9.32,182607.41
2020-01-13,9.39,9.46,9.09,9.4,204463.02
2020-01-10,9.78,9.79,9.4,9.49,261652.11
2020-01-09,9.59,9.78,9.48,9.76,320697.88
2020-01-08,9.5,10.2,9.49,9.81,617579.75
2020-01-07,9.22,9.5,9.22,9.42,359146.91
2020-01-06,9.77,9.89,9.41,9.57,523468.06
2020-01-03,9.14,9.84,8.94,9.49,590601.81
2020-01-02,8.79,9.09,8.65,9.0,330030.09
2019-12-31,8.88,8.97,8.6,8.72,237700.48
2019-12-30,8.77,8.95,8.41,8.88,245184.55
2019-12-27,9.19,9.28,8.9,8.92,347227.25
2019-12-26,8.79,9.45,8.79,9.14,469606.94
2019-12-25,9.16,9.27,8.68,9.01,470048.38
2019-12-24,8.4,9.16,8.35,9.16,546229.44
2019-12-23,8.8,8.82,8.07,8.33,422516.75
2019-12-20,9.11,9.33,8.94,8.95,644581.56
2019-12-19,8.67,9.45,8.48,9.45,759415.75
2019-12-18,9.08,9.09,8.57,8.59,853935.62
2019-12-17,7.68,8.42,7.66,8.42,350746.81
2019-12-16,7.57,7.67,7.45,7.65,233048.09
2019-12-13,7.32,7.64,7.32,7.54,210532.2
2019-12-12,7.46,7.52,7.29,7.31,163806.69
2019-12-11,7.58,7.58,7.44,7.46,152656.8
2019-12-10,7.68,7.68,7.44,7.58,210729.12
2019-12-09,7.67,7.76,7.58,7.7,212703.28
2019-12-06,7.64,7.78,7.6,7.67,191180.3
2019-12-05,7.78,7.84,7.58,7.69,236171.86
2019-12-04,7.53,7.96,7.52,7.69,347927.97
2019-12-03,7.14,7.79,6.92,7.63,424701.28
2019-12-02,7.28,7.39,7.11,7.15,153359.81
2019-11-29,7.4,7.45,7.12,7.28,143015.09
2019-11-28,7.33,7.5,7.26,7.32,145666.77
2019-11-27,7.53,7.62,7.35,7.42,182342.41
2019-11-26,7.63,7.8,7.48,7.53,234211.27
2019-11-25,7.44,7.78,7.05,7.71,369245.5
2019-11-22,7.56,7.65,7.36,7.44,256213.53
2019-11-21,7.54,7.75,7.41,7.57,278658.25
2019-11-20,7.54,7.91,7.42,7.63,457644.28
2019-11-19,7.37,7.85,7.24,7.78,739943.38
2019-11-18,6.44,7.22,6.41,7.22,372605.66
2019-11-15,6.83,6.85,6.56,6.56,219593.94
2019-11-14,6.84,6.93,6.74,6.87,152188.66
2019-11-13,6.99,7.02,6.85,6.87,172976.7
2019-11-12,7.15,7.18,6.85,7.05,257385.25
2019-11-11,7.02,7.11,6.42,7.11,318940.12
2019-11-08,6.93,7.16,6.91,7.08,277789.41
2019-11-07,6.81,7.05,6.81,6.94,214578.5
2019-11-06,7.01,7.25,6.85,6.9,338746.78
2019-11-05,6.72,7.24,6.7,7.1,482854.0
2019-11-04,6.61,7.06,6.61,6.84,569909.5
2019-11-01,7.06,7.06,7.06,7.06,126352.0
2019-10-31,7.88,8.26,7.81,7.84,293642.78
2019-10-30,8.12,8.17,7.85,7.96,257313.52
2019-10-29,8.88,8.91,8.13,8.24,544829.88
2019-10-28,7.95,8.67,7.92,8.67,653478.75
2019-10-25,7.81,8.02,7.46,7.88,544500.19
2019-10-24,7.91,8.38,7.91,7.95,642200.06
2019-10-23,8.77,8.99,8.67,8.71,317421.56
2019-10-22,8.65,9.05,8.65,8.86,414211.59
2019-10-21,9.2,9.33,8.96,8.96,576975.69
2019-10-18,8.5,10.34,8.5,9.96,871241.44
2019-10-17,9.44,9.44,9.44,9.44,20782.0
2019-10-16,10.49,10.49,10.49,10.49,32463.0
2019-10-15,11.65,11.65,11.65,11.65,91872.0
2019-10-14,12.89,12.95,12.72,12.94,88154.22
2019-10-11,12.88,12.94,12.57,12.7,74190.2
2019-10-10,12.74,12.95,12.68,12.88,71260.94
2019-10-09,12.61,12.73,12.35,12.73,68235.02
2019-10-08,12.9,12.9,12.59,12.61,75606.06
2019-09-30,13.09,13.19,12.79,12.79,71445.03
2019-09-27,12.85,13.23,12.81,13.07,92531.75
2019-09-26,13.7,13.75,12.89,12.91,162556.62
2019-09-25,14.19,14.2,13.53,13.6,198413.11
2019-09-24,14.41,14.58,14.25,14.38,106347.5
2019-09-23,14.61,14.62,14.13,14.41,117296.53
2019-09-20,14.94,14.94,14.6,14.71,149568.39
2019-09-19,14.49,14.97,14.42,14.95,198327.44
2019-09-18,14.41,14.59,14.24,14.49,115434.29
2019-09-17,14.89,14.92,14.22,14.41,212240.39
2019-09-16,15.03,15.3,14.9,14.94,183573.36
2019-09-12,14.95,15.07,14.77,15.03,169407.16
2019-09-11,15.35,15.35,14.78,14.8,239759.27
2019-09-10,15.6,15.86,15.1,15.22,368090.62
2019-09-09,15.5,15.63,15.14,15.63,367426.91
2019-09-06,14.8,15.35,14.75,15.35,418283.88
2019-09-05,14.77,15.4,14.6,14.9,452545.53
2019-09-04,14.76,14.79,14.4,14.7,344718.66
2019-09-03,14.75,15.27,14.37,14.91,653177.56
2019-09-02,13.28,14.53,13.27,14.53,572891.38
2019-08-30,13.43,13.52,13.06,13.21,236812.95
2019-08-29,13.46,13.68,13.3,13.34,232092.3
2019-08-28,13.12,13.83,13.12,13.49,406882.03
2019-08-27,14.1,14.37,13.99,14.2,219832.27
2019-08-26,13.8,14.15,13.75,13.97,206471.73
2019-08-23,14.53,14.64,14.3,14.45,212681.39
2019-08-22,14.2,15.1,14.1,14.83,383914.25
2019-08-21,14.08,14.28,14.03,14.14,141759.3
2019-08-20,14.33,14.35,14.01,14.11,210471.73
2019-08-19,13.81,14.3,13.81,14.22,268639.94
2019-08-16,13.58,13.86,13.48,13.67,209792.44
2019-08-15,13.2,13.61,13.11,13.53,134574.27
2019-08-14,13.73,13.79,13.5,13.57,206648.67
2019-08-13,13.06,13.86,12.93,13.68,273799.72
2019-08-12,12.73,13.16,12.73,13.14,117299.72
2019-08-09,13.4,13.41,12.7,12.78,173101.66
2019-08-08,12.95,13.45,12.9,13.3,188591.8
2019-08-07,13.0,13.15,12.82,13.0,160462.95
2019-08-06,13.0,13.0,12.25,12.82,213858.06
2019-08-05,13.25,13.55,13.16,13.2,155211.06
2019-08-02,13.12,13.48,13.03,13.25,162026.73
2019-08-01,13.65,13.95,13.5,13.54,193295.45
2019-07-31,13.96,13.96,13.1,13.69,335321.06
2019-07-30,14.22,14.31,14.04,14.17,141272.8
2019-07-29,14.2,14.35,14.17,14.23,118342.8
2019-07-26,14.21,14.38,14.12,14.22,162093.33
2019-07-25,14.27,14.45,13.93,14.15,277900.91
2019-07-24,13.55,14.78,13.55,14.51,369917.06
2019-07-23,14.3,14.86,14.26,14.8,150521.59
2019-07-22,15.38,15.48,14.31,14.35,276510.62
2019-07-19,15.88,15.88,14.9,15.7,368492.72
2019-07-18,16.9,16.92,16.48,16.48,132472.7
2019-07-17,16.94,17.14,16.94,16.95,104602.35
2019-07-16,16.91,17.24,16.86,17.04,131866.58
2019-07-15,16.63,16.98,16.53,16.96,143880.94
2019-07-12,16.6,16.72,16.5,16.56,87948.88
2019-07-11,16.82,17.06,16.5,16.6,128727.58
2019-07-10,16.8,17.3,16.63,16.81,151994.06
2019-07-09,16.88,17.0,16.41,16.78,158768.8
2019-07-08,17.6,17.67,16.74,16.83,251990.16
2019-07-05,18.12,18.12,17.59,17.73,272314.0
2019-07-04,17.66,18.59,17.66,18.2,547287.19
2019-07-03,17.5,17.97,17.24,17.84,261723.75
2019-07-02,17.94,18.25,17.7,17.73,276820.47
2019-07-01,17.81,17.97,17.55,17.73,295686.69
2019-06-28,17.92,18.02,17.28,17.37,294520.81
2019-06-27,18.16,18.45,18.01,18.08,345109.12
2019-06-26,17.99,18.28,17.82,18.18,330168.88
2019-06-25,17.26,18.24,17.21,18.24,517922.25
2019-06-24,17.5,17.61,17.11,17.34,234082.16
2019-06-21,17.14,17.56,17.04,17.54,347276.03
2019-06-20,16.45,17.15,16.26,17.15,313520.59
2019-06-19,16.74,16.88,16.47,16.55,201430.72
2019-06-18,16.62,16.76,16.2,16.27,180815.19
2019-06-17,16.6,16.85,16.2,16.6,192739.16
2019-06-14,16.99,17.8,16.92,17.01,360557.97
2019-06-13,17.0,17.24,16.75,16.98,214494.64
2019-06-12,17.2,17.58,17.02,17.06,284958.56
2019-06-11,16.34,17.15,16.17,17.08,282254.41
