date,open,high,low,close,volume
2021-09-23,13.48,13.93,12.82,12.85,2691446.5
2021-09-22,11.64,12.97,11.62,12.97,1880378.62
2021-09-17,11.55,12.15,11.2,11.79,927157.62
2021-09-16,12.5,12.5,11.61,11.63,1181324.12
2021-09-15,12.31,12.9,12.2,12.76,1456745.62
2021-09-14,11.69,12.46,11.63,12.44,1252885.5
2021-09-13,12.1,12.12,11.63,11.77,819198.69
2021-09-10,12.02,12.16,11.59,12.08,1034209.5
2021-09-09,12.15,12.36,11.74,12.02,1111232.62
2021-09-08,13.3,13.47,12.23,12.26,1851467.12
2021-09-07,13.15,13.35,12.44,12.93,1685165.5
2021-09-06,13.35,14.08,12.73,13.18,2021201.0
2021-09-03,13.5,14.07,13.08,13.69,2848983.75
2021-09-02,11.63,12.79,11.59,12.79,714370.38
2021-09-01,11.37,12.5,11.37,11.63,1458079.25
2021-08-31,11.1,11.88,10.91,11.42,1136742.62
2021-08-30,10.25,11.12,10.02,11.04,990008.38
2021-08-27,10.63,10.78,10.08,10.33,741344.44
2021-08-26,10.96,11.2,10.61,10.62,535653.75
2021-08-25,10.75,11.25,10.6,11.09,628575.62
2021-08-24,10.59,11.01,10.4,10.92,693153.88
2021-08-23,10.55,10.76,10.38,10.58,574271.25
2021-08-20,10.39,10.65,10.11,10.59,492890.28
2021-08-19,10.24,10.6,10.08,10.41,597601.75
2021-08-18,10.35,10.39,9.86,10.21,629473.19
2021-08-17,10.93,11.1,10.14,10.25,850411.56
2021-08-16,11.08,11.08,10.72,10.87,732847.5
2021-08-13,11.38,11.49,11.05,11.13,776719.12
2021-08-12,11.97,11.97,11.57,11.62,856829.38
2021-08-11,11.33,12.35,11.0,12.01,1237085.75
2021-08-10,11.07,11.68,10.99,11.28,878210.44
2021-08-09,11.67,11.69,10.88,11.18,933335.56
2021-08-06,11.5,11.98,11.33,11.61,949778.25
2021-08-05,12.0,12.04,11.58,11.68,1220315.5
2021-08-04,10.7,12.12,10.7,12.12,1498550.38
2021-08-03,10.9,11.66,10.71,11.02,1202248.38
2021-08-02,11.29,11.46,10.55,10.97,1408872.75
2021-07-30,10.23,10.99,10.0,10.99,1690870.25
2021-07-29,9.44,10.02,9.31,9.99,733308.94
2021-07-28,9.21,9.55,8.74,9.26,700058.62
2021-07-27,10.21,10.33,9.38,9.41,834066.19
2021-07-26,10.03,10.5,9.88,10.24,1043621.5
2021-07-23,9.24,10.22,9.08,9.86,1045873.31
2021-07-22,9.22,9.49,9.13,9.29,575486.0
2021-07-21,9.05,9.28,8.86,9.24,692001.5
2021-07-20,9.0,9.26,8.95,9.0,574628.94
2021-07-19,9.4,9.77,9.06,9.19,864253.31
2021-07-16,9.11,9.37,8.93,8.99,669617.62
2021-07-15,8.48,9.07,8.31,9.0,718174.12
2021-07-14,8.76,8.84,8.45,8.48,556947.19
2021-07-13,8.28,9.0,8.27,8.78,742181.88
2021-07-12,8.45,8.46,8.19,8.23,450631.19
2021-07-09,8.11,8.35,8.01,8.27,432871.16
2021-07-08,8.04,8.4,8.04,8.26,534703.06
2021-07-07,7.79,8.07,7.75,8.0,403239.66
2021-07-06,7.9,7.97,7.74,7.85,287678.84
2021-07-05,7.89,8.01,7.75,7.9,340315.28
2021-07-02,8.0,8.07,7.67,7.92,549567.81
2021-07-01,8.4,8.73,8.07,8.11,686133.38
2021-06-30,8.05,8.39,7.94,8.29,532026.38
2021-06-29,8.11,8.32,7.92,7.98,524512.06
2021-06-28,8.24,8.31,8.06,8.19,558802.56
2021-06-25,8.7,8.7,8.19,8.23,1126717.12
2021-06-24,7.88,8.45,7.88,8.45,1212608.25
2021-06-23,7.78,7.97,7.58,7.68,461067.25
2021-06-22,7.48,7.76,7.41,7.75,498193.81
2021-06-21,7.52,7.6,7.37,7.46,393038.44
2021-06-18,7.15,7.51,7.12,7.43,379683.0
2021-06-17,7.14,7.29,7.1,7.16,289603.53
2021-06-16,7.44,7.46,7.13,7.19,457282.31
2021-06-15,7.48,7.72,7.4,7.52,626398.44
2021-06-11,7.6,7.84,7.31,7.45,945714.75
2021-06-10,6.85,7.56,6.8,7.3,747908.31
2021-06-09,6.77,6.95,6.75,6.87,328387.72
2021-06-08,6.76,6.88,6.65,6.67,215731.77
2021-06-07,6.59,6.8,6.53,6.79,299428.38
2021-06-04,6.66,6.68,6.55,6.58,204056.12
2021-06-03,6.66,6.8,6.62,6.7,304381.56
2021-06-02,6.57,6.63,6.54,6.56,111080.82
2021-06-01,6.62,6.62,6.51,6.57,175651.86
2021-05-31,6.66,6.67,6.58,6.63,194927.38
2021-05-28,6.74,6.77,6.64,6.67,148808.09
2021-05-27,6.71,6.78,6.68,6.73,129799.96
2021-05-26,6.72,6.74,6.64,6.68,154287.98
2021-05-25,6.72,6.75,6.63,6.72,136383.75
2021-05-24,6.74,6.81,6.63,6.72,111325.35
2021-05-21,6.7,6.89,6.7,6.75,171551.39
2021-05-20,6.8,6.8,6.63,6.67,155147.52
2021-05-19,6.78,6.87,6.7,6.78,144312.27
2021-05-18,6.84,6.9,6.76,6.77,182967.34
2021-05-17,7.07,7.16,6.84,6.88,336125.97
2021-05-14,6.55,7.08,6.53,6.97,449806.0
2021-05-13,6.67,6.68,6.52,6.53,193375.55
2021-05-12,6.72,6.76,6.63,6.72,138621.12
2021-05-11,6.71,6.8,6.66,6.76,149916.78
2021-05-10,6.83,6.86,6.67,6.72,165632.48
2021-05-07,6.88,6.94,6.75,6.8,176231.88
2021-05-06,6.58,7.01,6.55,6.88,328747.56
2021-04-30,6.7,6.75,6.55,6.58,190969.0
2021-04-29,6.79,6.84,6.71,6.75,190030.42
2021-04-28,6.54,6.86,6.54,6.82,286254.97
2021-04-27,6.6,6.7,6.5,6.58,173718.33
2021-04-26,6.55,6.67,6.37,6.53,223471.09
2021-04-23,6.86,6.86,6.53,6.54,354466.34
2021-04-22,6.72,6.9,6.71,6.88,157070.64
2021-04-21,6.86,6.88,6.7,6.72,157275.14
2021-04-20,6.93,7.02,6.86,6.87,156411.83
2021-04-19,6.89,6.95,6.82,6.94,177376.48
2021-04-16,6.76,6.89,6.73,6.89,129843.38
2021-04-15,6.75,6.79,6.67,6.77,91250.01
2021-04-14,6.71,6.76,6.68,6.74,110999.13
2021-04-13,6.74,6.79,6.61,6.69,127596.32
2021-04-12,6.95,6.95,6.71,6.73,191287.41
2021-04-09,6.93,7.04,6.88,6.97,137833.69
2021-04-08,7.03,7.04,6.92,6.95,167741.89
2021-04-07,7.08,7.14,6.98,7.04,192214.12
2021-04-06,6.97,7.15,6.94,7.07,202417.56
2021-04-02,7.09,7.12,6.86,6.93,288494.72
2021-04-01,7.1,7.19,7.05,7.09,219165.28
2021-03-31,7.18,7.18,7.05,7.09,204874.19
2021-03-30,7.23,7.26,7.02,7.18,311576.22
2021-03-29,7.51,7.55,7.24,7.28,333461.81
2021-03-26,7.28,7.65,7.28,7.45,444694.47
2021-03-25,7.6,7.6,6.99,7.24,449958.41
2021-03-24,7.47,7.84,7.43,7.62,539450.25
2021-03-23,7.76,7.8,7.4,7.51,525710.0
2021-03-22,7.22,7.92,7.2,7.81,744799.94
2021-03-19,7.11,7.44,7.03,7.24,500772.06
2021-03-18,7.13,7.18,7.02,7.16,282454.22
2021-03-17,7.25,7.26,7.07,7.1,320033.53
2021-03-16,7.14,7.35,7.06,7.3,440972.81
2021-03-15,7.21,7.35,7.05,7.1,488675.41
2021-03-12,6.8,7.19,6.71,7.16,609702.94
2021-03-11,6.72,6.86,6.61,6.81,322916.34
2021-03-10,6.87,6.93,6.65,6.73,279367.56
2021-03-09,6.8,6.97,6.5,6.72,463278.78
2021-03-08,6.98,7.22,6.74,6.79,417140.16
2021-03-05,7.01,7.09,6.83,6.89,347951.81
2021-03-04,7.24,7.24,6.95,7.01,371131.06
2021-03-03,7.23,7.36,7.12,7.28,302943.31
2021-03-02,7.47,7.51,7.15,7.24,350048.34
2021-03-01,7.38,7.56,7.27,7.38,370522.19
2021-02-26,7.32,7.47,7.22,7.28,326731.03
2021-02-25,7.88,7.9,7.42,7.45,418922.16
2021-02-24,7.94,8.0,7.64,7.75,446519.53
2021-02-23,8.1,8.25,7.86,7.9,642194.06
2021-02-22,7.28,8.0,7.21,8.0,933287.88
2021-02-19,7.2,7.32,6.88,7.27,619874.69
2021-02-18,7.01,7.01,6.81,7.01,335910.56
2021-02-10,6.24,6.48,6.24,6.37,425113.34
2021-02-09,6.13,6.28,6.03,6.22,465879.53
2021-02-08,5.77,6.12,5.7,6.01,605690.25
2021-02-05,6.02,6.06,5.41,5.71,893086.19
2021-02-04,6.15,6.27,5.93,6.01,687078.75
2021-02-03,6.03,6.48,6.03,6.22,1152981.88
2021-02-02,6.57,6.76,6.55,6.55,306241.66
2021-02-01,8.02,8.03,7.28,7.28,871498.38
2021-01-29,8.11,8.23,7.98,8.09,368155.84
2021-01-28,8.21,8.28,7.99,8.0,449437.75
2021-01-27,8.36,8.55,8.0,8.47,636462.0
2021-01-26,8.58,8.62,8.15,8.3,612939.19
2021-01-25,8.25,8.84,8.14,8.7,898322.75
2021-01-22,8.21,8.45,8.1,8.21,493387.09
2021-01-21,8.11,8.42,7.97,8.26,622816.12
2021-01-20,7.98,8.12,7.91,8.08,366569.38
2021-01-19,8.3,8.56,7.95,8.01,647815.0
2021-01-18,8.37,8.37,8.08,8.29,444267.94
2021-01-15,8.32,8.68,8.21,8.39,468102.91
2021-01-14,8.7,8.7,8.2,8.26,774458.0
2021-01-13,8.65,9.15,8.62,8.73,764938.31
2021-01-12,8.61,8.84,8.54,8.62,588194.69
2021-01-11,8.85,9.05,8.63,8.64,737186.38
2021-01-08,9.2,9.2,8.77,8.88,850859.56
2021-01-07,8.91,9.45,8.91,9.29,1239262.88
2021-01-06,8.84,9.13,8.68,8.75,944054.94
2021-01-05,8.83,9.24,8.75,8.87,1646724.38
2021-01-04,7.96,8.71,7.95,8.71,1041270.25
2020-12-31,7.67,8.12,7.63,7.92,703538.62
2020-12-30,7.58,7.73,7.52,7.67,465109.88
2020-12-29,8.02,8.02,7.5,7.56,871226.31
2020-12-28,8.28,8.28,7.86,8.1,1118320.38
2020-12-25,7.52,8.12,7.49,7.96,1097515.88
2020-12-24,7.7,7.75,7.49,7.58,859941.88
2020-12-23,7.15,7.84,7.14,7.66,1492493.38
2020-12-22,7.5,7.5,7.07,7.13,543489.19
2020-12-21,7.53,7.7,7.36,7.5,484510.69
2020-12-18,7.33,7.49,7.29,7.45,317469.41
2020-12-17,7.25,7.32,7.18,7.29,266713.66
2020-12-16,7.18,7.34,7.15,7.24,326314.56
2020-12-15,7.1,7.18,7.03,7.15,217551.7
2020-12-14,6.86,7.15,6.85,7.12,345931.03
2020-12-11,6.95,7.01,6.66,6.79,384130.69
2020-12-10,6.97,7.14,6.91,6.92,328851.44
2020-12-09,7.26,7.29,6.92,6.94,269486.41
2020-12-08,7.32,7.37,7.2,7.26,138234.55
2020-12-07,7.35,7.4,7.27,7.28,132421.84
2020-12-04,7.37,7.39,7.25,7.33,104613.42
2020-12-03,7.49,7.49,7.31,7.36,149810.78
2020-12-02,7.49,7.54,7.44,7.47,96210.74
2020-12-01,7.45,7.51,7.38,7.49,163926.77
2020-11-30,7.4,7.52,7.35,7.46,167100.78
2020-11-27,7.35,7.41,7.25,7.39,146396.36
2020-11-26,7.55,7.55,7.3,7.36,178193.23
2020-11-25,7.6,7.67,7.5,7.53,184316.64
2020-11-24,7.58,7.62,7.47,7.54,179075.77
